Project URL,SHA Detected,Module Path,Fully-Qualified Test Name (packageName.ClassName.methodName),Category,Status,PR Link,Notes
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testDeleteThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testEndThreadConnectionThrows,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testExecuteRawNoArgsThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testExecuteRawThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testExtractIdThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testGetEmptyForeignCollectionThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testGetSelectStarRowMapperThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testIdExistsThrows,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testIsAutoCommitThrows,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testIsTableExistsThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testIteratorQueryFlags,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testIteratorThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testMapSelectStarRowThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testObjectsEqualThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryForAllThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryForEqThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryForFieldsValuesArgsThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryForFieldsValuesThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryForFirstPreparedThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryForIdThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryForMatchingArgsThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryForMatchingThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryForSameIdThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryRawDatatypesThrows,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryRawDateTypesThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryRawMapperThrows,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryRawRowMapperThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryRawThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryRawValueThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testRefreshThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testRollbackThrows,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testSetAutoCommitThrows,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testSetObjectCacheCacheThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testSetObjectCacheThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testStartThreadConnectionThrows,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testUpdateIdThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testUpdatePreparedThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testUpdateRawThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testUpdateThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.db.BaseDatabaseTypeTest.testDriverNotFound,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testConnectionLeakCreateList,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testDaoTransactionManagerCommitted,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testNestedTransactions,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testNestedTransactionsReleaseFails,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testNonRuntimeExceptionWiredRollBack,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testRollBack,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testSpringWiredRollBack,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testTransactionManager,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testTransactionManagerAutoCommitOn,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testTransactionManagerAutoCommitSupported,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testTransactionManagerRollback,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testTransactionManagerRollbackNullSavePoint,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testTransactionManagerRollbackOtherException,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testTransactionManagerSavePointNull,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testTransactionManagerTableName,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testTransactionWithinTransaction,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.misc.TransactionManagerTest.testTransactionWithinTransactionFails,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.stmt.QueryBuilderWithSchemaTest.testQueryRawColumnsNotQuery,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.stmt.StatementExecutorTest.testCallBatchTasksNestedInTransaction,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.support.BaseConnectionSourceTest.testClearDifferentConnection,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.support.BaseConnectionSourceTest.testClearNone,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.support.DatabaseConnectionProxyFactoryTest.testBasic,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.support.DatabaseConnectionProxyFactoryTest.testChangeInsertValue,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.table.SchemaUtilsTest.testCreateIfNotExists,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.table.SchemaUtilsTest.testCreateSchema,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.table.SchemaUtilsTest.testCreateSchemaDao,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.table.SchemaUtilsTest.testCreateSchemaName,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.table.SchemaUtilsTest.testDropSchema,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.table.SchemaUtilsTest.testDropSchemaThrow,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.table.TableUtilsTest.testMissingCreate,OD-Vic,Accepted,https://github.com/j256/ormlite-core/pull/310,
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testBasicListenerWithUnexpectedMessage,OD-Vic,Accepted,https://github.com/ktuukkan/marine-api/pull/109,
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testConstructor,OD-Vic,Accepted,https://github.com/ktuukkan/marine-api/pull/109,
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testGenericsListener,OD-Vic,Accepted,https://github.com/ktuukkan/marine-api/pull/109,
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testGenericsListenerDefaultConstructorThrows,OD-Vic,Accepted,https://github.com/ktuukkan/marine-api/pull/109,
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testOnMessageWithExpectedMessage,OD-Vic,Accepted,https://github.com/ktuukkan/marine-api/pull/109,
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testParametrizedConstructor,OD-Vic,Accepted,https://github.com/ktuukkan/marine-api/pull/109,
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testSequenceListener,OD-Vic,Accepted,https://github.com/ktuukkan/marine-api/pull/109,
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testSequenceListenerWithIncorrectOrder,OD-Vic,Accepted,https://github.com/ktuukkan/marine-api/pull/109,
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testSequenceListenerWithMixedOrder,OD-Vic,Accepted,https://github.com/ktuukkan/marine-api/pull/109,
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.parser.AISMessageFactoryTest.testCreate,OD-Vic,Accepted,https://github.com/ktuukkan/marine-api/pull/109,
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.parser.AISMessageFactoryTest.testCreateWithIncorrectOrder,OD-Vic,Accepted,https://github.com/ktuukkan/marine-api/pull/109,
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.parser.AISMessageFactoryTest.testCreateWithTwo,OD-Vic,Accepted,https://github.com/ktuukkan/marine-api/pull/109,
https://github.com/OpenHFT/Chronicle-Wire,27a9efc3ced000f46e0f46263614e08896058290,.,net.openhft.chronicle.wire.TextWireTest.testSingleQuote,OD-Brit,Accepted,https://github.com/OpenHFT/Chronicle-Wire/pull/235,
https://github.com/OpenHFT/Chronicle-Wire,27a9efc3ced000f46e0f46263614e08896058290,.,net.openhft.chronicle.wire.YamlWireTest.testSingleQuote,OD-Brit,Accepted,https://github.com/OpenHFT/Chronicle-Wire/pull/235,
https://github.com/rrd4j/rrd4j,5e0c9c7e138167388721a0620b95526e89fd6059,.,org.rrd4j.core.jrrd.ExportImport.testExport,OD-Vic,Accepted,https://github.com/rrd4j/rrd4j/pull/173,
https://github.com/rrd4j/rrd4j,5e0c9c7e138167388721a0620b95526e89fd6059,.,org.rrd4j.core.jrrd.ExportImport.testImport,OD-Vic,Accepted,https://github.com/rrd4j/rrd4j/pull/173,
https://github.com/rrd4j/rrd4j,5e0c9c7e138167388721a0620b95526e89fd6059,.,org.rrd4j.core.LongRunning.testVersion1,OD-Vic,Accepted,https://github.com/rrd4j/rrd4j/pull/173,
https://github.com/rrd4j/rrd4j,5e0c9c7e138167388721a0620b95526e89fd6059,.,org.rrd4j.core.LongRunning.testVersion2,OD-Vic,Accepted,https://github.com/rrd4j/rrd4j/pull/173,
https://github.com/rrd4j/rrd4j,5e0c9c7e138167388721a0620b95526e89fd6059,.,org.rrd4j.demo.RunDemo.runDemo,OD-Vic,Accepted,https://github.com/rrd4j/rrd4j/pull/173,
https://github.com/rrd4j/rrd4j,5e0c9c7e138167388721a0620b95526e89fd6059,.,org.rrd4j.graph.FontTest.testClean,OD-Vic,Accepted,https://github.com/rrd4j/rrd4j/pull/160,
https://github.com/tbsalling/aismessages,7b0c4c708b6bb9a6da3d5737bcad1857ade8a931,.,dk.tbsalling.aismessages.nmea.NMEAMessageHandlerTest.canHandleFragmentedMessageReceived,OD-Vic,Accepted,https://github.com/tbsalling/aismessages/pull/41,
https://github.com/tbsalling/aismessages,7b0c4c708b6bb9a6da3d5737bcad1857ade8a931,.,dk.tbsalling.aismessages.nmea.NMEAMessageHandlerTest.canHandleUnfragmentedMessageReceived,OD-Vic,Accepted,https://github.com/tbsalling/aismessages/pull/41,
https://github.com/wikidata/wikidata-toolkit,20de6f7f12319f54eb962ff6e8357b3f5695d54d,wdtk-dumpfiles,org.wikidata.wdtk.dumpfiles.MwDumpFileProcessingTest.testMwDailyDumpFileProcessing,OD-Brit,Accepted,https://github.com/Wikidata/Wikidata-Toolkit/pull/480,
https://github.com/wikidata/wikidata-toolkit,20de6f7f12319f54eb962ff6e8357b3f5695d54d,wdtk-dumpfiles,org.wikidata.wdtk.dumpfiles.MwDumpFileProcessingTest.testMwMostRecentFullDumpFileProcessing,OD-Brit,Accepted,https://github.com/Wikidata/Wikidata-Toolkit/pull/484,
https://github.com/wikidata/wikidata-toolkit,20de6f7f12319f54eb962ff6e8357b3f5695d54d,wdtk-dumpfiles,org.wikidata.wdtk.dumpfiles.MwDumpFileProcessingTest.testMwRecentCurrentDumpFileProcessing,OD-Brit,Accepted,https://github.com/Wikidata/Wikidata-Toolkit/pull/484,
https://github.com/wikidata/wikidata-toolkit,20de6f7f12319f54eb962ff6e8357b3f5695d54d,wdtk-util,org.wikidata.wdtk.util.DirectoryManagerFactoryTest.createDefaultDirectoryManagerPath,OD-Vic,Accepted,https://github.com/Wikidata/Wikidata-Toolkit/pull/485,
https://github.com/wikidata/wikidata-toolkit,20de6f7f12319f54eb962ff6e8357b3f5695d54d,wdtk-util,org.wikidata.wdtk.util.DirectoryManagerFactoryTest.createDirectoryManagerIoException,OD-Vic,Accepted,https://github.com/Wikidata/Wikidata-Toolkit/pull/485,
